4.952113560147864746e+00,4.199816465316303038e+00,4.799398681455127935e+00,3.895004357406225193e+00,5.105115898367235339e+00,4.504604337789348989e+00
4.756630145762272832e+00,4.199800962386802894e+00,4.623002968921724687e+00,3.894971546066073653e+00,4.890508855628930007e+00,4.504611573575907357e+00
4.561147894096393429e+00,4.199757941757439994e+00,4.446608307613371558e+00,3.894916125008569097e+00,4.675903086533942599e+00,4.504583202040433498e+00
4.365664285924182764e+00,4.199686628281739331e+00,4.270212425253982147e+00,3.894834509902735498e+00,4.461295826187398283e+00,4.504521545933351412e+00
4.170183390764634623e+00,4.199580045641425841e+00,4.093818991280656405e+00,3.894725406332914197e+00,4.246691541251377267e+00,4.504421838736332617e+00
3.974701139098755220e+00,4.199440519275924544e+00,3.917424333693325433e+00,3.894588861583719641e+00,4.032085766818944705e+00,4.504281623921627897e+00
3.779218887432875817e+00,4.199264948599335412e+00,3.741029684522037879e+00,3.894414961758750682e+00,3.817479991938643735e+00,4.504099554771554104e+00
3.583736635766996415e+00,4.199009925409058042e+00,3.564635044720095181e+00,3.894169669058317851e+00,3.602874209615966716e+00,4.503834332188482392e+00
3.388110982003240679e+00,4.198595803404785443e+00,3.388110982003240679e+00,3.893794450582021227e+00,3.388110982003240679e+00,4.503397156227549658e+00
3.388110982003240679e+00,4.198595803404785443e+00,3.388110982003240679e+00,3.893794450582021227e+00,3.388110982003240679e+00,4.503397156227549658e+00
3.192702563039105712e+00,4.198236329227000851e+00,3.211782938414835087e+00,3.893470532416345886e+00,3.173586301480328054e+00,4.502988691236128105e+00
2.997255774324457889e+00,4.197737328683714964e+00,3.035420242959219195e+00,3.893033685617137696e+00,2.959019532046577083e+00,4.502418225139787289e+00
2.801790188307791141e+00,4.197125156755078024e+00,2.859040542605023827e+00,3.892506461542524221e+00,2.744433335012392838e+00,4.501503309288978905e+00
2.606295243618383495e+00,4.195692686069264710e+00,2.682633111963014017e+00,3.891460334905519680e+00,2.529832581490391696e+00,4.498713508631023927e+00
2.410804949807825892e+00,4.190964292571720762e+00,2.506212513172397571e+00,3.888394255545763567e+00,2.315256680112350640e+00,4.492301375785814344e+00
2.215082790307931759e+00,4.183555248776983149e+00,2.329562005331386576e+00,3.882952547708659274e+00,2.100589776512070017e+00,4.480549404789492485e+00
2.019045146192709694e+00,4.169671406476510356e+00,2.152464711212223936e+00,3.874053151506297255e+00,1.886467172577343865e+00,4.455910382192818986e+00
1.825545525423279747e+00,4.138157826535092454e+00,1.976760310726497938e+00,3.855055460349219310e+00,1.676990953489651215e+00,4.408873290882088014e+00
1.639906519716934241e+00,4.077816355401537862e+00,1.806382943335680169e+00,3.812728966341049741e+00,1.476700019177523693e+00,4.334389463269440412e+00
1.468420961944399750e+00,3.985809956977320212e+00,1.648729605364760875e+00,3.736931518898757520e+00,1.290399634153231778e+00,4.230657633527930450e+00
1.316564535251782075e+00,3.863567226215877781e+00,1.511337951132014634e+00,3.627846942364779892e+00,1.121776626589936487e+00,4.098915919539778407e+00
1.188286271802660110e+00,3.716441712246847828e+00,1.403471324713710500e+00,3.489103652547067114e+00,9.779115012736518953e-01,3.940097224668722031e+00
1.087181058714844051e+00,3.549507717682246710e+00,1.326588121797864561e+00,3.331315723773482507e+00,8.593432468497105292e-01,3.762039172722709157e+00
1.015962247777441263e+00,3.368458984060928696e+00,1.280573300361532496e+00,3.162427884838423520e+00,7.676603543569364696e-01,3.569740334251831904e+00
9.734102913519926403e-01,3.178145699770325905e+00,1.259282453163965032e+00,2.988007536110279361e+00,7.039144332385179892e-01,3.365970326677944158e+00
9.534938958331036218e-01,2.983406522894050283e+00,1.251221404877692400e+00,2.811588367740864847e+00,6.658419082764533981e-01,3.154874545134784825e+00
9.444216541596013315e-01,2.787202997433176677e+00,1.247718671815642999e+00,2.634392293851370859e+00,6.461784882468144531e-01,2.940260024054015098e+00
9.405074066940883881e-01,2.590733984304613546e+00,1.245948040228058273e+00,2.457081867977935818e+00,6.369988853626405989e-01,2.724757795521120407e+00
9.396984929007636822e-01,2.394225535599133536e+00,1.249115210798299680e+00,2.279814554998427667e+00,6.340445227146070950e-01,2.509057580359934203e+00
9.471365077950046896e-01,2.198048655798338302e+00,1.262167073577039611e+00,2.103218059082471836e+00,6.380412546041495103e-01,2.293627081427457082e+00
9.667406161777751805e-01,2.003330698556816003e+00,1.294195500799505405e+00,1.929799091432739422e+00,6.531025059892051621e-01,2.079410249720529791e+00
1.008643508547041989e+00,1.812906277640358832e+00,1.352729207090198615e+00,1.764222216553984257e+00,6.849445321222072947e-01,1.868059848488921926e+00
1.077736577170046672e+00,1.631000280464338426e+00,1.441149905619712124e+00,1.612978271280949061e+00,7.408129905247504698e-01,1.662348432082465299e+00
1.174668353189769476e+00,1.460860280079107065e+00,1.562007120977783048e+00,1.484825935057682234e+00,8.238261101025845523e-01,1.464550133228192053e+00
1.299353328260686169e+00,1.310529099416030130e+00,1.707795836101411835e+00,1.387260662821281354e+00,9.320193593682306599e-01,1.279823030487546198e+00
1.448544752925574386e+00,1.185119410837636389e+00,1.871374294600319788e+00,1.324729088247874165e+00,1.066396846399222165e+00,1.113317868241482156e+00
1.618276541798405077e+00,1.089875516267241773e+00,2.043737150981536299e+00,1.292999416455823170e+00,1.227150656931976336e+00,9.726020728336205456e-01
1.802678316837329930e+00,1.026955253927974931e+00,2.218907885241041100e+00,1.278859800310778061e+00,1.407650217291339434e+00,8.586787851679514860e-01
1.995009888762233174e+00,9.923725057420933471e-01,2.395088776051737423e+00,1.271749713208188526e+00,1.603909857269422146e+00,7.738140220081987097e-01
2.190220548481931928e+00,9.752908935522877076e-01,2.571861277127576617e+00,1.267643407639464703e+00,1.810908681104063556e+00,7.175261486955097912e-01
2.386014505924073603e+00,9.666594679897910769e-01,2.748691659931454367e+00,1.265262209813340810e+00,2.023330548770799098e+00,6.850520479107904404e-01
2.581804490740530866e+00,9.621571992530031370e-01,2.925404959080404321e+00,1.263890940750031611e+00,2.237600866314511272e+00,6.682580920185101636e-01
2.777516670229560170e+00,9.599051322865064240e-01,3.102016672767131666e+00,1.263050830033930483e+00,2.452296232097099349e+00,6.600006393494896040e-01
2.973129727863096150e+00,9.587203451227852558e-01,3.278531735680181747e+00,1.262511009925808336e+00,2.667009915411795884e+00,6.561381859609813905e-01
